Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.0,0.4117927474618493,0.4025391992456226,0.4071657359600067,1158040,0.0,0.0
1980-03-18 00:00:00-05:00,0.0,0.41333483298884044,0.40562313224909363,0.41179248690605164,1622063,0.0,0.0
1980-03-19 00:00:00-05:00,0.0,0.4195042848587036,0.4117925823319023,0.4195042848587036,1367859,0.0,0.0
1980-03-20 00:00:00-05:00,0.0,0.4287578158742335,0.4179619252681732,0.4179619252681732,3046412,0.0,0.0
1980-03-21 00:00:00-05:00,0.0,0.42258829549829835,0.41641944646835327,0.41641944646835327,1020851,0.0,0.0
1980-03-24 00:00:00-05:00,0.0,0.41950426184944595,0.4133349061012268,0.4133349061012268,778752,0.0,0.0
1980-03-25 00:00:00-05:00,0.0,0.41950426184944595,0.4117925597456214,0.4133349061012268,944186,0.0,0.0
1980-03-26 00:00:00-05:00,0.0,0.4195042848587036,0.4117925823319023,0.4195042848587036,2332220,0.0,0.0
1980-03-27 00:00:00-05:00,0.0,0.41333485771695117,0.4040813148021698,0.4040813148021698,770682,0.0,0.0
1980-03-28 00:00:00-05:00,0.0,0.41950410837686,0.4133347548856548,0.41641944646835327,459988,0.0,0.0
1980-03-31 00:00:00-05:00,0.0,0.424130712881987,0.4164195167590596,0.42104652523994446,250169,0.0,0.0
1980-04-01 00:00:00-05:00,0.0,0.42875789316738294,0.421046693954556,0.427215576171875,201749,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,0.45035019924322806,0.42721559183354096,0.44726550579071045,758577,0.0,0.0
1980-04-03 00:00:00-05:00,0.0,0.46114586691540027,0.4488076332684959,0.45651885867118835,1480839,0.0,0.0
1980-04-07 00:00:00-05:00,0.0,0.45651924634386487,0.4488080143928528,0.4488080143928528,464023,0.0,0.0
1980-04-08 00:00:00-05:00,0.0,0.44572295618158475,0.44109591841697693,0.44109591841697693,1355754,0.0,0.0
1980-04-09 00:00:00-05:00,0.0,0.44109591841697693,0.44109591841697693,0.44109591841697693,347009,0.0,0.0
