Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,21.87688056803304,22.17759582182792,21.363162460068008,22.002178192138672,13767900,0.0,0.0
2013-01-03 00:00:00-05:00,21.926993181954586,21.926993181954586,21.400745249993573,21.820491790771484,16739300,0.0,0.0
2013-01-04 00:00:00-05:00,21.688931263285422,21.858082665658763,21.45713225552327,21.54483985900879,21372100,0.0,0.0
2013-01-07 00:00:00-05:00,21.3944883889157,22.208919350560446,21.3944883889157,21.58869743347168,17897100,0.0,0.0
2013-01-08 00:00:00-05:00,21.482192534771816,21.701461546355336,20.89956071558933,21.11882972717285,17863300,0.0,0.0
2013-01-09 00:00:00-05:00,21.05618780981013,21.26919307426257,21.05618780981013,21.237869262695312,18800400,0.0,0.0
2013-01-10 00:00:00-05:00,21.087507095110222,21.300512313842773,20.880768071258313,21.300512313842773,15658100,0.0,0.0
2013-01-11 00:00:00-05:00,21.29416960892643,21.49069303232244,21.142022052377364,21.458993911743164,11191500,0.4,0.0
2013-01-14 00:00:00-05:00,21.560434061530618,21.712581683365805,21.42730640386508,21.61115074157715,11584900,0.0,0.0
2013-01-15 00:00:00-05:00,21.3702499581298,22.010534701401482,21.3702499581298,21.934459686279297,13040200,0.0,0.0
2013-01-16 00:00:00-05:00,21.852039715002725,22.530359268188473,21.839360551037174,22.530359268188477,16512700,0.0,0.0
2013-01-17 00:00:00-05:00,22.663490855095546,23.265737948891687,22.663490855095546,23.088232040405273,14424800,0.0,0.0
2013-01-18 00:00:00-05:00,23.0945640418069,23.65877342224121,22.847326440789868,23.65877342224121,17842200,0.0,0.0
2013-01-22 00:00:00-05:00,23.443241439074416,23.614406555309344,22.777600932585496,23.088232040405273,15809700,0.0,0.0
2013-01-23 00:00:00-05:00,23.3988641689694,23.988432061352743,23.138947323167333,23.96307373046875,10981600,0.0,0.0
2013-01-24 00:00:00-05:00,23.95674025805206,24.419519008995856,23.601730807957736,23.74753761291504,11327100,0.0,0.0
2013-01-25 00:00:00-05:00,23.785566587101176,23.988428366318416,23.227695485102192,23.836280822753906,8934600,0.0,0.0
2013-01-28 00:00:00-05:00,23.86798719284142,24.007453196990102,23.27207841931049,23.386188507080078,7140100,0.0,0.0
2013-01-29 00:00:00-05:00,23.272078972452157,23.747536876691708,22.980465371578184,23.652446746826172,8838500,0.0,0.0
2013-01-30 00:00:00-05:00,23.335477924147558,23.79191592867,23.335477924147558,23.411550521850586,10841800,0.0,0.0
2013-01-31 00:00:00-05:00,23.354493875781024,23.411548924742135,22.993146038462022,23.259401321411133,10720700,0.0,0.0
2013-02-01 00:00:00-05:00,23.354498677455506,23.582718920221932,23.15163677684193,23.570039749145508,9527500,0.0,0.0
2013-02-04 00:00:00-05:00,23.22769922775425,23.646102017094453,23.170644192012244,23.6334228515625,6348000,0.0,0.0
2013-02-05 00:00:00-05:00,23.722176260165124,23.918699712274904,23.57003109968971,23.58271026611328,7284400,0.0,0.0
2013-02-06 00:00:00-05:00,23.430561936477453,23.633423756146236,23.367168524694826,23.5446720123291,5738900,0.0,0.0
2013-02-07 00:00:00-05:00,23.81726837789066,23.81726837789066,22.695187561441934,23.088232040405273,9872500,0.0,0.0
2013-02-08 00:00:00-05:00,23.056539435074303,23.088236147058517,22.714211560019034,22.980466842651367,13858700,0.0,0.0
2013-02-11 00:00:00-05:00,22.9043945993811,22.936091311848493,22.66349523168142,22.72688865661621,6032100,0.0,0.0
2013-02-12 00:00:00-05:00,22.67617989707379,22.75859330410949,22.314831967085,22.45429801940918,7473800,0.0,0.0
2013-02-13 00:00:00-05:00,22.454285818009854,22.549378345094613,22.28312313854276,22.359195709228516,4859800,0.0,0.0
2013-02-14 00:00:00-05:00,22.21972810954528,23.284753810472786,22.194369778974743,23.18332290649414,7570100,0.0,0.0
2013-02-15 00:00:00-05:00,23.411549597445834,23.969420934617137,23.411549597445834,23.8236141204834,13296300,0.0,0.0
2013-02-19 00:00:00-05:00,23.79824988699994,24.299066049497743,23.525653870364607,24.210311889648438,8292700,0.0,0.0
2013-02-20 00:00:00-05:00,24.191291169873807,24.80621732445957,23.842622623224365,24.476566314697266,8096400,0.0,0.0
2013-02-21 00:00:00-05:00,24.400499175689937,24.742827007310968,24.21031409130694,24.584341049194336,7260900,0.0,0.0
2013-02-22 00:00:00-05:00,24.590683812923462,24.628718898205857,24.1786193214682,24.381481170654297,4490400,0.0,0.0
2013-02-25 00:00:00-05:00,24.432194786768935,24.476570659585033,23.690479278564453,23.690479278564453,4665600,0.0,0.0
2013-02-26 00:00:00-05:00,23.836299502464783,23.836299502464783,23.43057562607807,23.512989044189453,4463000,0.0,0.0
2013-02-27 00:00:00-05:00,23.436905204109408,23.443243578635688,23.07555739851384,23.284757614135742,12238400,0.0,0.0
2013-02-28 00:00:00-05:00,23.240376655269962,23.54466935036982,23.13894575690334,23.405200958251953,10321000,0.0,0.0
2013-03-01 00:00:00-05:00,23.329134792803842,24.13424382759571,23.170648819458297,23.969419479370117,8929400,0.0,0.0
2013-03-04 00:00:00-05:00,23.791911959060993,24.24835230573201,23.791911959060993,24.242013931274414,5420800,0.0,0.0
2013-03-05 00:00:00-05:00,24.375134908269317,24.451207472521606,23.639760338355252,23.779226303100586,6650400,0.0,0.0
2013-03-06 00:00:00-05:00,23.81093301416315,24.001115694588403,23.6904821291941,23.9250431060791,5489500,0.0,0.0
2013-03-07 00:00:00-05:00,23.86797712704147,24.096194788030914,23.734847135252366,23.76654624938965,4442500,0.0,0.0
2013-03-08 00:00:00-05:00,23.86164760314783,23.86798839629024,23.557354826520807,23.671464920043945,4114500,0.0,0.0
2013-03-11 00:00:00-04:00,23.61440578416286,24.184956152980853,23.506636502443683,23.880661010742188,4614400,0.0,0.0
2013-03-12 00:00:00-04:00,23.89968591736637,24.28005129646975,23.487621408084287,23.56369400024414,6523900,0.0,0.0
2013-03-13 00:00:00-04:00,23.582713962012182,23.82995170025979,23.48128303303101,23.56369400024414,3710600,0.0,0.0
2013-03-14 00:00:00-04:00,23.72851497932581,23.82994588354846,23.367167231888647,23.810928344726562,9859700,0.0,0.0
2013-03-15 00:00:00-04:00,23.734861697262502,24.432201524971543,23.633430757379923,24.406843185424805,12208300,0.0,0.0
2013-03-18 00:00:00-04:00,24.121563319800337,24.400500165110707,24.08352823602449,24.19129753112793,5178700,0.0,0.0
2013-03-19 00:00:00-04:00,24.2483581189207,24.343450686708834,23.98844117437817,24.318092346191406,5108400,0.0,0.0
2013-03-20 00:00:00-04:00,24.406839011675064,24.844259411684494,24.349783966603923,24.76184844970703,7072900,0.0,0.0
2013-03-21 00:00:00-04:00,24.609703399912938,24.704795957626338,24.394162364959538,24.400503158569336,4736100,0.0,0.0
